date,timestamp,price,market_cap,est_supply,est_mcap
2022-02-09,1644364800,57.61,0,355666666.6666667,20489956666.666668
2022-02-10,1644451200,52.26,0,355555555.5555556,18581333333.333336
2022-02-11,1644537600,50.42,0,355444444.4444444,17921508888.88889
2022-02-12,1644624000,52.17,0,355333333.3333333,18537740000.0
2022-02-13,1644710400,51.66,0,355222222.2222222,18350780000.0
2022-02-14,1644796800,53.79,0,355111111.1111111,19101426666.666664
2022-02-15,1644883200,56.83,0,355000000.0,20174650000.0
2022-02-16,1644969600,56.01,0,354888888.8888889,19877326666.666668
2022-02-17,1645056000,50.36,0,354777777.7777778,17866608888.88889
2022-02-18,1645142400,50.69,0,354666666.6666667,17978053333.333332
2022-02-19,1645228800,50.47,0,354555555.5555556,17894418888.88889
2022-02-20,1645315200,49.37,0,354444444.4444444,17498922222.22222
2022-02-21,1645401600,50.26,0,354333333.3333333,17808793333.333332
2022-02-22,1645488000,54.65,0,354222222.2222222,19358244444.444443
2022-02-23,1645574400,59.63,0,354111111.1111111,21115645555.555557
2022-02-24,1645660800,65.26,0,354000000.0,23102040000.0
2022-02-25,1645747200,73.14,0,353888888.8888889,25883433333.333336
2022-02-26,1645833600,78.07,0,353777777.7777778,27619431111.11111
2022-02-27,1645920000,72.53,0,353666666.6666667,25651443333.333336
2022-02-28,1646006400,91.3,0,353555555.5555556,32279622222.222225
2022-03-01,1646092800,89.7,0,353444444.4444444,31703966666.666664
2022-03-02,1646179200,92.35,0,353333333.3333333,32630333333.33333
2022-03-03,1646265600,90.51,0,353222222.2222222,31970143333.333332
2022-03-04,1646352000,83.4,0,353111111.1111111,29449466666.666668
2022-03-05,1646438400,87.56,0,353000000.0,30908680000.0
2022-03-06,1646524800,79.2,0,352888888.8888889,27948800000.0
2022-03-07,1646611200,77.96,0,352777777.7777778,27502555555.555553
2022-03-08,1646697600,85.48,0,352666666.6666667,30145946666.666668
2022-03-09,1646784000,99.24,0,352555555.5555556,34987613333.333336
2022-03-10,1646870400,101.53,0,352444444.4444444,35783684444.44444
2022-03-11,1646956800,88.33,0,352333333.3333333,31121603333.333332
2022-03-12,1647043200,86.03,0,352222222.2222222,30301677777.77778
2022-03-13,1647129600,87.5,0,352111111.1111111,30809722222.22222
2022-03-14,1647216000,94.83,0,352000000.0,33380160000.0
2022-03-15,1647302400,88.58,0,351888888.8888889,31170317777.77778
2022-03-16,1647388800,89.26,0,351777777.7777778,31399684444.444447
2022-03-17,1647475200,86.87,0,351666666.6666667,30549283333.333336
2022-03-18,1647561600,88.56,0,351555555.5555556,31133760000.000004
2022-03-19,1647648000,92.16,0,351444444.4444444,32389119999.999996
2022-03-20,1647734400,90.57,0,351333333.3333333,31820259999.999996
2022-03-21,1647820800,95.92,0,351222222.2222222,33689235555.555553
2022-03-22,1647907200,93.07,0,351111111.1111111,32677911111.111107
2022-03-23,1647993600,94.82,0,351000000.0,33281819999.999996
2022-03-24,1648080000,93.73,0,350888888.8888889,32888815555.555557
2022-03-25,1648166400,90.44,0,350777777.7777778,31724342222.22222
2022-03-26,1648252800,91.45,0,350666666.6666667,32068466666.666668
2022-03-27,1648339200,94.06,0,350555555.5555556,32973255555.555557
2022-03-28,1648425600,97.18,0,350444444.4444444,34056191111.11111
2022-03-29,1648512000,109.08,0,350333333.3333333,38214360000.0
2022-03-30,1648598400,105.92,0,350222222.2222222,37095537777.77778
2022-03-31,1648684800,103.06,0,350111111.1111111,36082451111.111115
2022-04-01,1648771200,105.84,0,350000000.0,37044000000.0
2022-04-02,1648857600,115.2,0,349833333.3333333,40300800000.0
2022-04-03,1648944000,112.97,0,349666666.6666667,39501843333.333336
2022-04-04,1649030400,116.43,0,349500000.0,40692285000.0
2022-04-05,1649116800,116.26,0,349333333.3333333,40613493333.333336
2022-04-06,1649203200,108.12,0,349166666.6666667,37751900000.0
2022-04-07,1649289600,103.54,0,349000000.0,36135460000.0
2022-04-08,1649376000,94.55,0,348833333.3333333,32982191666.666664
2022-04-09,1649462400,97.43,0,348666666.6666667,33970593333.333336
2022-04-10,1649548800,91.81,0,348500000.0,31995785000.0
2022-04-11,1649635200,82.45,0,348333333.3333333,28720083333.333332
2022-04-12,1649721600,84.55,0,348166666.6666667,29437491666.666668
2022-04-13,1649808000,87.92,0,348000000.0,30596160000.0
2022-04-14,1649894400,81.58,0,347833333.3333333,28376243333.333332
2022-04-15,1649980800,80.36,0,347666666.6666667,27938493333.333336
2022-04-16,1650067200,80.99,0,347500000.0,28144025000.0
2022-04-17,1650153600,77.27,0,347333333.3333333,26838446666.666664
2022-04-18,1650240000,91.09,0,347166666.6666667,31623411666.666668
2022-04-19,1650326400,95.5,0,347000000.0,33138500000.0
2022-04-20,1650412800,94.77,0,346833333.3333333,32869394999.999996
2022-04-21,1650499200,90.82,0,346666666.6666667,31484266666.666668
2022-04-22,1650585600,93.65,0,346500000.0,32449725000.000004
2022-04-23,1650672000,89.27,0,346333333.3333333,30917176666.666664
2022-04-24,1650758400,90.54,0,346166666.6666667,31341930000.000004
2022-04-25,1650844800,96.91,0,346000000.0,33530860000.0
2022-04-26,1650931200,88.48,0,345833333.3333333,30599333333.333332
2022-04-27,1651017600,89.13,0,345666666.6666667,30809270000.0
2022-04-28,1651104000,89.12,0,345500000.0,30790960000.0
2022-04-29,1651190400,85.15,0,345333333.3333333,29405133333.333332
2022-04-30,1651276800,78.13,0,345166666.6666667,26967871666.666668
2022-05-01,1651363200,82.19,0,345000000.0,28355550000.0
2022-05-02,1651449600,84.28,0,345142857.14285713,29088640000.0
2022-05-03,1651536000,82.5,0,345285714.28571427,28486071428.571426
2022-05-04,1651622400,86.18,0,345428571.4285714,29769034285.714287
2022-05-05,1651708800,82.36,0,345571428.5714286,28461262857.14286
2022-05-06,1651795200,77.35,0,345714285.71428573,26741000000.0
2022-05-07,1651881600,68.07,0,345857142.85714287,23542495714.285713
2022-05-08,1651968000,64.29,0,346000000.0,22244340000.000004
2022-05-09,1652054400,30.19,0,353000000.0,10657070000.0
2022-05-10,1652140800,17.32,0,360000000.0,6235200000.0
2022-05-11,1652227200,1.07,0,1000000000.0,1070000000.0000001
2022-05-12,1652313600,0.008864,0,10000000000.0,88640000.0
2022-05-13,1652400000,0.0001191,0,6500000000000.0,774150000.0
2022-05-14,1652486400,0.0004479,0,6500000000000.0,2911350000.0
2022-05-15,1652572800,0.0002143,0,6500000000000.0,1392950000.0
2022-05-16,1652659200,0.0001936,0,6500000000000.0,1258400000.0
2022-05-17,1652745600,0.0001865,0,6500000000000.0,1212250000.0
2022-05-18,1652832000,0.000148,0,6500000000000.0,962000000.0
2022-05-19,1652918400,0.0001327,0,6500000000000.0,862550000.0
2022-05-20,1653004800,0.0001195,0,6500000000000.0,776750000.0
2022-05-21,1653091200,0.000124,0,6500000000000.0,806000000.0
2022-05-22,1653177600,0.0001901,0,6500000000000.0,1235650000.0
2022-05-23,1653264000,0.0001594,0,6500000000000.0,1036100000.0
2022-05-24,1653350400,0.0001765,0,6500000000000.0,1147250000.0
2022-05-25,1653436800,0.0001824,0,6500000000000.0,1185600000.0
2022-05-26,1653523200,0.0001337,0,6500000000000.0,869050000.0
2022-05-27,1653609600,0.0001219,0,6500000000000.0,792350000.0
2022-05-28,1653696000,9.191e-05,0,6500000000000.0,597415000.0
2022-05-29,1653782400,0.0001032,0,6500000000000.0,670800000.0
2022-05-30,1653868800,0.0001255,0,6500000000000.0,815749999.9999999
2022-05-31,1653955200,0.0001148,0,6500000000000.0,746200000.0
2022-06-01,1654041600,9.855e-05,0,6500000000000,640575000.0
