"HolderAddress","Balance","PendingBalanceUpdate"
"0xcc6a70842d6430ee503207e5e54979df55dbb0ed","49.08253095671019652","No"
"0xc9b088759e78286bd2d3c54e077961fcb1e2de21","48.676515259374769805","No"
"0x5d18b32df6668ef5f1ab066f1a97936089cd464f","48.479161028147789049","No"
"0x664512dcd59e3a0f6c4eb1b4463cea3042dd2b6e","47.999999377371238859","No"
"0xeca7d19f5b87a35c2e0ec10e147d16337b5b7f8f","47.21839321","No"
"0xb8e8041c852317445499d521992e92987da6338c","47","No"
"0xbc1c65c2f6461477db73558d23fe24eca9144ef6","46.646150000859905496","No"
"0x09b8fe26b05fd5cf94056d06dac09364dbf7dcaa","46.305192730824119969","No"
"0xff4a1db7e156a1d73a7ad5f17fb5b470ec8baf9e","46.1198","No"
"0xee1bf4d7c53af2beafc7dc1dcea222a8c6d87ad9","46.0086775","No"
"0x81b4f3bef0918f116437f6b927f4ee134096e371","45.75125693","No"
"0xcb94636330f9e6b4936d241630ef8662fce54986","45.512935365030450408","No"
"0xc5b17eaca7abe50ddc7def3fa7c3cbd867b13950","45.07027777","No"
"0x8db069087f9d25e63c116e5adfaff9691837e5fd","45","No"
"0x83fac1a7b3fe88d0e124e89d57b7b862e6ec2593","44.2806","No"
"0xd1b8c490e4ae5cba0e181a3a0e424e15e116b458","43.89372","No"
"0x724f08a7ba6cd071c8148e107e513ad834fa80e9","43.77","No"
"0xe1c0a8a16d2795d6eb5090845d201a701f93598a","43.667237122393149688","No"
"0xa5e7d553c18a81c0bffb9dff93dca2d5086db456","43.44608748","No"
"0x87864a76b3065f0ce59e9d33738fff23868c4569","42.29969404","No"
"0x2e69604f0b2e543c4479769dce4e9f5181e38ffd","42.244477838033166875","No"
"0xcc95127fe5195c9deee63fb7ab921dbdcbbb8c8b","42.17128353","No"
"0x1663b6e9d4540c6aa95988cf3b86be7da74b2ae4","42","No"
"0x6193ab7352f01af1914e58db81dc7dc3d8904261","41.852256870474864288","No"
"0x7c34ee7fbb96499b4e5f1880722e064c469226ae","40.9448","No"
"0xaf5c4a1550384c621e2bb6e8a7dfb54916839797","40.9","No"
"0xbe77b2129023ac2ffb5d393a81b18cad4431a78b","40.744134369994498024","No"
"0x08d99390a8757e57316827498889c89cc7b8e800","40.21","No"
"0x1e7fb57ce487c3b6070534fc9bd8020b6314fce7","40.167185020030593073","No"
"0xe845c4a09605d9f667c988b6d29c3920ce55826a","40.02077998","No"
"0xae4a86ccca57390526daa000304630268ef5093c","40","No"
"0x5fd7e027569717e72f9283f6158f52257ef00941","40","No"
"0x63363a77faa20b832ec96c311e7fc96af04a95ec","40","No"
"0x696f712798447d163933d489cd13ab2bafe4b597","40","No"
"0x99c21e3f1be7160507661d7ce34a483f953a03d3","40","No"
"0x31638525eefc58e7d50ca5986056ac9557c09257","39.99922","No"
"0xb43fb3e80ae805fcb8a76160cd3f10e48ee3a019","39.99921","No"
"0x32bddd38b3f7631756a04e770304098c9a809301","39.9944","No"
"0xed9ff21b0abb3b304e53f94c6d20b89160a95d3e","39.8885629","No"
"0x24398c38e948c85ba12fd326873ecc9768116fd0","39.85146741","No"
"0x110ecdebfaba8fc10e06c1235103db8fbc71f8dd","38.75","No"
"0x80985c73802055afcc34f08cc120612e764eb192","38.5907","No"
"0xecb5bff7be6e58c5913795a96b9b4353bf2f71bc","38.4421","No"
"0x77c56119959c3d637ea5d63f4f8acb182cc0159d","38.280882","No"
"0x89e391a731d67e065c99cf081297622a42cb37e0","38.230266462232884867","No"
"0x41ff82c7647f0053f3708d13520846e1d3d1ae6a","38.000993476029819077","No"
"0x2c03bbeb951857c11e1b415d69c9b7a7720bf1d3","37.777211748004529968","No"
